rights_id,track_id,owner_name,valid_from,valid_to
R00333,T00815,Barron-Parker,2023-03-05,2023-08-06
R00334,T00467,Baker-Parsons,2024-01-28,2024-09-24
R00335,T00037,Stevenson Group,2022-12-26,2024-04-18
R00336,T00728,Harrell-Grant,2022-08-25,2023-10-29
R00337,T00558,Wright-Perez,2022-05-07,2024-09-09
R00338,T00286,Adams-Brooks,2023-01-09,2024-05-10
R00339,T00752,Solis-Mitchell,2024-01-13,2025-01-08
R00340,T00484,Cobb Group,2023-11-25,2025-11-04
R00341,T00777,"Shaw, Wood and Simpson",2023-12-25,2024-05-12
R00342,T00888,"Hernandez, Alvarez and Turner",2023-12-25,2025-06-30
R00343,T00636,Young-Cox,2022-06-16,2023-09-20
R00344,T00543,"Johnson, Mcgrath and Brewer",2023-11-24,2024-06-11
R00345,T00747,Kline and Sons,2023-10-20,2024-10-20
R00346,T00446,Murillo-Thompson,2022-11-26,2023-10-01
R00347,T00864,"Dennis, Sandoval and Hall",2022-12-03,2023-06-24
R00348,T00906,Martinez LLC,2023-01-19,2023-12-04
R00349,T00571,Brooks-Garrison,2023-08-14,2023-11-08
R00350,T00217,Jones-Gonzales,2023-02-17,2024-03-14
R00351,T00035,"Barber, Mcdonald and Salazar",2022-07-10,2024-11-11
R00352,T00250,Hudson Group,2023-01-31,2025-08-21
R00353,T00376,"Reyes, Scott and Weiss",2024-02-24,2026-02-04
R00354,T00047,Vasquez PLC,2023-12-29,2025-03-03
R00355,T00542,"Harmon, Jackson and Welch",2023-10-27,2024-01-27
R00356,T00529,"Molina, Beck and Morgan",2023-12-25,2024-10-03
R00357,T00660,Morgan PLC,2022-09-18,2024-07-21
R00358,T00529,Campbell-Martin,2023-10-09,2025-09-02
R00359,T00380,Harmon PLC,2022-07-26,2024-12-03
R00360,T00072,"Day, Gutierrez and Garcia",2022-06-17,2024-04-28
R00361,T00487,"Reynolds, King and Costa",2023-02-04,2023-04-14
R00362,T00295,"Ruiz, Jones and Howell",2023-10-31,2026-07-18
R00363,T00331,Gutierrez PLC,2024-01-08,2025-11-09
R00364,T00627,"Day, Barker and Jenkins",2023-03-07,2025-11-22
R00365,T00514,"Ortega, Freeman and Griffith",2022-08-13,2024-10-23
R00366,T00401,Williams Group,2022-10-30,2023-09-04
R00367,T00601,Ortiz-Perkins,2022-12-12,2023-11-17
R00368,T00584,Whitehead-Graham,2023-07-08,2023-12-01
R00369,T00854,"Barrett, Thompson and Miller",2023-12-04,2024-04-04
R00370,T00577,Herring-Cruz,2022-06-26,2023-03-17
R00371,T00440,Baldwin Ltd,2023-11-02,2024-11-18
R00372,T00892,"Murphy, Pittman and Miller",2024-03-28,2026-06-09
R00373,T00882,"Smith, Smith and Evans",2024-01-25,2024-04-19
R00374,T00520,Johnson LLC,2023-11-01,2026-06-19
R00375,T00528,Chandler-Allen,2023-01-28,2025-05-04
R00376,T00942,Day LLC,2024-02-24,2026-10-08
R00377,T00212,Garrett-Wilson,2022-07-08,2024-05-04
R00378,T00946,Jackson Inc,2022-11-25,2023-03-21
R00379,T00346,Miller PLC,2024-02-22,2024-06-02
R00380,T00074,"Fox, May and Hall",2023-07-20,2024-07-27
R00381,T00402,Williams and Sons,2023-01-05,2023-04-08
R00382,T00307,Williams-Webster,2022-09-05,2023-01-14
R00383,T00620,Solis-Alexander,2022-07-13,2023-09-04
R00384,T00330,Lewis-Willis,2022-07-03,2025-03-21
R00385,T00153,Zamora and Sons,2024-02-10,2026-03-23
R00386,T00516,"Jefferson, Ford and Preston",2022-11-09,2023-09-06
R00387,T00671,"Colon, Munoz and Olson",2023-04-16,2023-07-26
R00388,T00746,Cruz and Sons,2023-01-16,2023-09-13
R00389,T00298,Ellis Ltd,2023-12-21,2024-03-12
R00390,T00684,Clark-Adams,2022-09-07,2023-03-07
R00391,T00820,Ali and Sons,2023-02-07,2025-02-12
R00392,T00976,Knight and Sons,2023-02-25,2023-09-11
R00393,T00068,Terry-Freeman,2023-11-09,2026-04-12
R00394,T00503,Hill and Sons,2022-06-03,2024-11-20
R00395,T00753,Bradford-Bush,2023-10-01,2024-04-02
R00396,T00046,Garrett-Nguyen,2024-02-21,2025-09-06
R00397,T00957,Morton LLC,2022-06-07,2025-01-29
R00398,T00091,Alvarez-Acosta,2022-12-19,2024-08-22
R00399,T00215,"Hill, Fox and Bullock",2022-07-01,2023-04-20
R00400,T00528,Hamilton-Kim,2022-06-08,2022-08-19
R00401,T00880,Bradley and Sons,2023-12-03,2025-05-15
R00402,T00156,"Watts, Wallace and Thomas",2024-01-21,2024-11-04
R00403,T00721,"Edwards, Jensen and Washington",2022-12-06,2023-07-30
R00404,T00393,"Cunningham, Massey and Gallegos",2022-09-08,2024-04-11
R00405,T00078,May-Mason,2023-03-16,2023-10-11
R00406,T00601,Oconnor-Koch,2023-09-11,2024-02-12
R00407,T00484,"Glover, Johnston and Berger",2023-09-17,2024-01-03
R00408,T00207,"Cooper, Grant and Ryan",2023-11-23,2025-11-02
R00409,T00376,Jensen-Wright,2023-10-31,2024-10-11
R00410,T00064,Warren-Johnson,2023-03-13,2024-01-16
R00411,T00663,Gonzalez Ltd,2022-11-21,2024-01-14
R00412,T00478,Kane PLC,2022-10-28,2023-08-13
R00413,T00126,"Valentine, Richardson and Morrison",2023-06-15,2026-02-09
R00414,T00640,"Davis, Houston and Copeland",2022-08-08,2023-05-01
R00415,T00699,Gonzales and Sons,2023-06-11,2024-05-14
R00416,T00584,Smith-Mccullough,2022-07-16,2024-09-29
R00417,T00500,Cruz Group,2024-01-18,2026-05-27
R00418,T00095,Robinson-Duffy,2023-06-09,2023-12-19
R00419,T00011,Daniels Ltd,2022-12-09,2024-11-26
R00420,T00695,"Fisher, Garza and Kim",2024-04-01,2026-09-06
R00421,T00396,Allison-Davis,2022-12-25,2024-06-22
R00422,T00352,"Zuniga, Johnson and Calhoun",2023-08-17,2023-12-25
R00423,T00997,Wallace Group,2023-04-18,2024-10-15
R00424,T00849,Kennedy-Huffman,2022-07-23,2022-09-26
R00425,T00852,Webb-Sexton,2022-12-21,2023-11-26
R00426,T00694,Hernandez Ltd,2022-09-08,2024-08-24
R00427,T00189,Hunt PLC,2023-02-21,2025-05-13
R00428,T00882,Brown Group,2023-06-15,2025-08-29
R00429,T00695,Gilmore Group,2023-09-07,2024-12-13
R00430,T00738,Bishop-Kelly,2023-01-27,2023-11-09
R00431,T00782,Gutierrez and Sons,2022-11-14,2024-04-14
R00432,T00268,"Bender, Odonnell and Vaughn",2022-09-07,2025-02-24
R00433,T00453,Tapia LLC,2024-01-07,2024-08-05
R00434,T00845,Reeves and Sons,2022-07-06,2023-09-18
R00435,T00991,Sanders PLC,2023-08-13,2024-03-23
R00436,T00138,Cruz-Henry,2023-01-17,2024-11-21
R00437,T00752,Perez Group,2023-06-22,2023-11-07
R00438,T00046,"Bentley, Harper and Baker",2023-06-10,2024-02-28
R00439,T00833,Munoz Ltd,2022-05-26,2024-03-18
R00440,T00027,Anderson Inc,2023-11-08,2025-10-21
R00441,T00878,Mclean-Moore,2022-09-04,2023-10-10
R00442,T00611,French-Jordan,2023-06-17,2024-09-23
R00443,T00995,"Chang, Charles and Sanchez",2023-11-25,2025-12-22
R00444,T00896,"Fisher, Werner and Stevens",2024-02-03,2026-08-18
R00445,T00244,"Richardson, Taylor and Parker",2022-11-14,2023-02-11
R00446,T00046,Patel Inc,2022-07-01,2024-12-01
R00447,T00986,Villa-Salazar,2022-05-11,2024-02-17
R00448,T00794,Reese-Berg,2023-03-20,2024-11-23
R00449,T00412,"Mckenzie, Chan and Clay",2023-09-14,2025-07-10
R00450,T00754,"Guerra, Thornton and Fox",2023-09-04,2023-12-19
R00451,T00714,"Delgado, Bell and Paul",2023-03-11,2023-09-11
R00452,T00419,"Johnson, Powell and Dickerson",2024-01-30,2024-12-18
R00453,T00364,Fernandez Group,2024-03-21,2026-02-18
R00454,T00667,Stewart Inc,2023-07-17,2023-08-21
R00455,T00343,Kaufman PLC,2022-06-22,2023-06-10
R00456,T00422,Taylor Inc,2023-07-08,2024-10-27
R00457,T00104,Rivers-Molina,2023-09-22,2024-12-17
R00458,T00906,Duncan-Boone,2023-11-11,2026-02-22
R00459,T00943,"Phillips, White and Castaneda",2023-02-11,2023-06-04
R00460,T00968,Allen-Lewis,2022-12-08,2023-11-13
R00461,T00647,Hunt-Arroyo,2022-10-09,2022-12-05
R00462,T00720,Williams-Bartlett,2024-03-04,2026-08-28
R00463,T00389,Hogan Inc,2023-04-08,2025-08-09
R00464,T00326,"Villarreal, Garcia and Scott",2023-11-10,2025-08-20
R00465,T00476,Burke PLC,2023-04-01,2025-08-25
R00466,T00699,"Hanson, Robbins and Barrera",2022-07-26,2023-04-14
R00467,T00237,"Schneider, Weber and Jones",2023-12-20,2025-11-06
R00468,T00230,Glass-Gonzalez,2022-05-19,2023-08-10
R00469,T00734,Hayden-King,2024-02-27,2024-05-22
R00470,T00555,Robertson and Sons,2022-05-01,2024-09-23
R00471,T00981,Rodriguez-Lutz,2024-03-12,2025-08-06
R00472,T00551,"Morris, Harrison and Webster",2023-10-06,2024-02-22
R00473,T00300,Harris-Howard,2024-01-28,2025-11-10
R00474,T00664,"Cole, Sanders and Davis",2024-03-28,2025-01-31
R00475,T00726,"Blackwell, Cruz and Garcia",2024-03-18,2024-10-29
R00476,T00260,Watts and Sons,2023-12-30,2025-05-07
R00477,T00562,"Christensen, Vega and Baker",2022-06-04,2025-02-03
R00478,T00553,Ho Ltd,2022-07-17,2024-01-04
R00479,T00075,"Mack, Reynolds and Cherry",2023-10-03,2024-02-05
R00480,T00101,"Fox, Reyes and Love",2023-01-05,2025-05-02
R00481,T00269,Young PLC,2022-10-07,2024-11-13
R00482,T00730,"Adams, Perry and Rollins",2023-12-24,2026-06-25
R00483,T00708,Logan-Mejia,2023-03-23,2024-11-12
R00484,T00937,Walker-Taylor,2023-06-20,2023-10-02
R00485,T00748,Marquez Group,2022-12-30,2023-09-26
R00486,T00618,Jackson-Baker,2022-11-16,2025-07-08
R00487,T00518,Wright-Howard,2022-07-19,2023-02-16
R00488,T00341,"Jones, Wyatt and Rodriguez",2022-07-06,2022-10-29
R00489,T00024,Johnson-Maxwell,2023-08-09,2024-06-28
R00490,T00070,"Matthews, Gilbert and Peterson",2023-03-14,2024-08-11
R00491,T00699,Davis-Rios,2024-01-12,2026-09-26
R00492,T00254,"Sharp, Casey and Lewis",2023-03-09,2025-06-09
R00493,T00958,"Cummings, Ray and Sanchez",2023-12-28,2025-11-23
R00494,T00899,"Keller, Garcia and Price",2022-05-22,2023-07-29
R00495,T00667,"Valdez, Vega and Hansen",2023-03-14,2025-05-29
R00496,T00856,Johnson Group,2023-12-16,2026-01-18
R00497,T00533,Grant-Henry,2023-01-05,2023-04-22
R00498,T00078,"Sharp, Perez and Martin",2022-08-08,2023-10-25
R00499,T00741,"Roman, Brown and Miller",2022-11-25,2024-07-19
R00500,T00302,Martinez Ltd,2023-10-23,2024-06-18
R00501,T00790,"Smith, Thomas and Guzman",2023-06-16,2025-12-04
R00502,T00691,"Yu, Powell and Ayers",2023-03-23,2023-12-01
R00503,T00899,Chandler-Patterson,2022-12-09,2024-05-19
R00504,T00886,"Lawrence, Hernandez and Brown",2023-05-30,2023-11-19
R00505,T00934,Glenn-Jones,2022-08-11,2024-04-07
R00506,T00310,"Taylor, Williamson and Mendoza",2024-01-31,2026-02-11
R00507,T00486,Hawkins Ltd,2022-08-22,2023-01-07
R00508,T00717,"Ferguson, Stewart and Miranda",2022-05-19,2024-12-09
R00509,T00058,Martinez LLC,2023-11-15,2024-05-02
R00510,T00081,Weber LLC,2023-05-11,2023-07-31
R00511,T00900,Sweeney and Sons,2022-07-13,2024-08-16
R00512,T00969,"Kemp, Bean and Brown",2024-02-19,2026-05-26
R00513,T00548,Davis-Bowers,2023-11-03,2025-01-02
R00514,T00549,Edwards PLC,2022-05-04,2022-06-23
R00515,T00872,"Briggs, Jones and Grimes",2023-06-19,2026-02-23
R00516,T00267,Torres-Caldwell,2023-07-29,2025-11-30
R00517,T00591,"Dawson, Kim and Maddox",2023-10-11,2024-01-16
R00518,T00345,Berger-Orozco,2022-12-21,2024-07-20
R00519,T00619,Hawkins Ltd,2023-05-27,2023-07-03
R00520,T00823,Simon Group,2023-06-18,2024-12-24
R00521,T00271,"Blair, Andersen and Kim",2023-10-22,2026-01-27
R00522,T00028,Jones-Lopez,2022-12-11,2023-08-27
R00523,T00253,Booker-Leblanc,2022-06-22,2023-09-22
R00524,T00330,Johnson and Sons,2023-05-11,2023-12-10
R00525,T00156,"Medina, Johnson and Atkins",2022-08-14,2023-08-25
R00526,T00490,Lopez Group,2022-05-30,2023-02-07
R00527,T00181,"Norman, Dean and Ortiz",2023-04-18,2025-04-11
R00528,T00804,Carter LLC,2024-02-06,2026-02-01
R00529,T00902,"Rhodes, Chen and Pope",2023-11-07,2025-04-19
R00530,T00384,Benson-Walls,2023-07-22,2025-12-02
R00531,T00575,Alexander-Fischer,2023-03-21,2023-10-04
R00532,T00177,Burns Group,2023-06-01,2026-02-09
R00533,T00569,Mason LLC,2024-03-21,2025-12-18
R00534,T00591,Mercer-Anderson,2023-10-08,2024-11-07
R00535,T00095,"Powell, Williams and Mcpherson",2024-02-02,2024-07-01
R00536,T00788,Gonzalez-Jackson,2024-03-17,2026-08-20
R00537,T00765,"Bowen, Wright and Berger",2022-10-17,2025-03-16
R00538,T00346,White LLC,2023-05-23,2024-06-05
R00539,T00547,Burgess Group,2023-10-11,2025-08-05
R00540,T00856,Santos LLC,2023-03-16,2024-06-28
R00541,T00548,Martin Inc,2022-12-25,2025-03-01
R00542,T00673,Burke-Knight,2024-01-27,2024-04-01
R00543,T00173,Briggs-Martin,2022-11-14,2025-02-06
R00544,T00081,Barnett LLC,2023-10-31,2024-11-11
R00545,T00448,"Ramirez, Weber and Powell",2023-05-15,2024-11-28
R00546,T00930,"Smith, Carson and Willis",2023-05-01,2024-10-29
R00547,T00527,Morris Inc,2023-09-25,2025-12-16
R00548,T00588,Chan-Moore,2024-02-04,2024-10-11
R00549,T00647,Hall PLC,2022-09-24,2024-07-29
R00550,T00822,Rodriguez PLC,2023-04-05,2024-10-30
R00551,T00414,Martin-Garcia,2022-04-20,2022-11-21
R00552,T00113,"Webb, Mclean and Mason",2024-02-18,2026-03-11
R00553,T00545,Joseph LLC,2024-01-23,2024-04-22
R00554,T00834,Long-Jones,2023-10-02,2024-11-13
R00555,T00123,"Mercado, Reed and Phillips",2022-08-20,2023-01-07
R00556,T00843,Turner LLC,2023-01-22,2024-02-13
R00557,T00429,"Jackson, Horton and Paul",2023-05-23,2023-11-26
R00558,T00915,Rosales-Benson,2023-01-18,2023-12-14
R00559,T00736,Whitney-Robertson,2024-03-25,2024-12-30
R00560,T00036,Watkins Ltd,2022-09-06,2024-06-14
R00561,T00141,"Perez, Hamilton and Hernandez",2023-05-31,2023-07-12
R00562,T00789,Sweeney Ltd,2024-02-26,2026-02-03
R00563,T00995,Levy Group,2022-06-25,2023-04-09
R00564,T00434,Snyder PLC,2024-03-17,2024-05-28
R00565,T00094,Cannon-Gordon,2022-08-25,2023-03-17
R00566,T00890,Finley LLC,2022-09-13,2023-04-21
R00567,T00866,Griffith-Mendez,2024-03-14,2025-09-18
R00568,T00329,"Odonnell, West and Watson",2023-03-18,2025-03-03
R00569,T00103,Swanson Inc,2023-10-06,2026-02-02
R00570,T00702,Weiss-Ramos,2022-10-26,2024-11-25
R00571,T00808,Collins-Solis,2024-02-10,2026-06-13
R00572,T00314,Williams PLC,2023-03-24,2025-05-12
R00573,T00477,Turner Ltd,2023-11-10,2025-08-24
R00574,T00294,Phelps Ltd,2023-05-05,2024-12-09
R00575,T00987,Smith PLC,2023-09-17,2026-02-20
R00576,T00011,"Barnes, Thornton and Schaefer",2022-10-02,2023-04-11
R00577,T00426,Peterson Group,2024-03-13,2024-06-03
R00578,T00645,Wright Ltd,2022-04-09,2024-07-21
R00579,T00274,Parker-Reynolds,2022-08-12,2024-10-19
R00580,T00566,Perez Group,2022-11-07,2024-08-16
R00581,T00168,Hughes-Gould,2022-09-07,2023-08-25
R00582,T00017,"Adams, Meyers and Robertson",2022-11-26,2023-05-14
R00583,T00077,Atkinson-Gardner,2022-05-04,2024-05-10
R00584,T00934,Flores-Dodson,2023-05-27,2024-12-05
R00585,T00537,Roman and Sons,2022-04-05,2023-06-23
R00586,T00746,Hogan Inc,2022-05-20,2022-08-29
R00587,T00574,Chan-Lindsey,2022-05-09,2024-10-11
R00588,T00946,Hernandez-Vazquez,2023-02-18,2024-08-15
R00589,T00702,Harrison LLC,2022-04-06,2022-05-19
R00590,T00368,"Bartlett, Woodward and Conley",2022-07-15,2023-11-05
R00591,T00125,Hall LLC,2023-09-17,2025-01-27
R00592,T00966,Rogers-Dean,2022-11-27,2023-11-21
R00593,T00614,Ortega PLC,2024-02-18,2026-07-13
R00594,T00780,Larsen-Snyder,2023-03-15,2023-09-23
R00595,T00393,"Ramirez, Fletcher and Johnson",2022-04-30,2023-01-03
R00596,T00178,"Jones, Whitehead and Jones",2022-04-29,2022-08-19
R00597,T00380,Valdez-Carter,2024-01-08,2025-10-07
R00598,T00518,Poole-Newton,2023-10-04,2024-01-09
R00599,T00148,Brown-Fletcher,2023-12-13,2024-03-22
R00600,T00031,Bowers-Graham,2022-11-13,2025-06-10
R00601,T00139,Foster PLC,2022-08-26,2023-07-08
R00602,T00336,"James, Bailey and Harris",2022-11-22,2023-08-17
R00603,T00957,Conrad-Gross,2022-10-19,2024-05-08
R00604,T00814,"Miller, Ramirez and Santos",2022-11-30,2023-08-26
R00605,T00633,"Dillon, Shea and Edwards",2023-08-23,2024-10-27
R00606,T00431,Griffin Ltd,2023-05-11,2025-09-18
R00607,T00758,Avila Inc,2024-03-31,2024-12-25
R00608,T00160,"Palmer, Smith and Fitzgerald",2023-11-06,2025-02-19
R00609,T00628,"Morgan, Hunt and Lawrence",2023-04-26,2024-07-28
R00610,T00974,"Davis, Fritz and Young",2022-11-28,2023-06-04
R00611,T00438,Davis and Sons,2022-05-02,2024-07-03
R00612,T00336,Frazier and Sons,2023-12-14,2024-09-27
R00613,T00482,Callahan Group,2024-01-27,2026-09-03
R00614,T00410,Chen LLC,2022-12-10,2024-03-28
R00615,T00148,Kelly and Sons,2024-01-16,2024-05-23
R00616,T00545,Andersen-Anderson,2022-07-14,2024-11-09
R00617,T00940,"Rios, Chang and Perez",2022-06-18,2022-11-23
R00618,T00105,Lopez-Johnson,2022-05-13,2024-03-02
R00619,T00136,"Green, Cunningham and Taylor",2023-12-02,2025-10-28
R00620,T00462,Young-Madden,2023-11-02,2024-08-26
R00621,T00984,Mills-Kim,2024-02-07,2026-02-20
R00622,T00250,"Flores, Mcgrath and Dennis",2023-03-13,2025-12-07
R00623,T00475,"Miller, Lindsey and Velasquez",2023-08-11,2025-04-12
R00624,T00562,Stevens-Ferguson,2022-10-15,2025-03-14
R00625,T00781,Velez-Hurley,2022-05-05,2023-03-16
R00626,T00229,"Smith, Park and Hernandez",2023-08-27,2025-06-25
R00627,T00581,"Smith, Clark and Hansen",2023-08-22,2025-01-17
R00628,T00835,Sanders LLC,2022-05-26,2022-09-21
R00629,T00105,Welch and Sons,2022-09-23,2025-04-25
R00630,T00898,"Mccann, Brown and Velazquez",2024-03-13,2024-06-26
R00631,T00316,Elliott PLC,2024-03-27,2026-04-19
R00632,T00136,Walker-Andrews,2022-04-29,2023-11-11
R00633,T00683,Roberts Group,2023-04-24,2024-02-15
R00634,T00995,Bryant-Smith,2024-01-25,2025-11-10
R00635,T00716,Hurst-Mitchell,2023-04-20,2023-12-11
R00636,T00417,"Rivera, Miller and Morris",2023-05-21,2025-10-17
R00637,T00263,White-Coffey,2022-09-04,2023-08-19
R00638,T00688,Nguyen Ltd,2023-02-09,2025-10-07
R00639,T00487,Anderson-Erickson,2022-07-11,2024-06-09
R00640,T00959,Hogan PLC,2024-02-19,2025-02-08
R00641,T00254,Rogers Ltd,2022-10-22,2024-01-30
R00642,T00351,Crawford Group,2023-01-04,2024-08-31
R00643,T00217,Moore PLC,2023-03-01,2025-06-24
R00644,T00900,"Lewis, Levy and Miller",2023-08-07,2024-06-14
R00645,T00912,Anderson Ltd,2023-11-03,2025-03-16
R00646,T00680,Jones PLC,2024-01-30,2024-06-30
R00647,T00784,Mendez Group,2024-01-12,2026-08-26
R00648,T00126,"Good, Jones and Hall",2022-07-21,2023-12-29
R00649,T00707,Norman-Murillo,2023-10-01,2025-05-07
R00650,T00341,"Santana, Thompson and Best",2023-09-18,2024-03-13
R00651,T00430,Lawrence PLC,2023-04-27,2023-10-03
R00652,T00016,Walters-Pena,2022-10-09,2023-12-19
R00653,T00275,Miller-Jones,2022-09-25,2024-05-23
R00654,T00911,Fields-Collier,2023-03-20,2025-01-15
R00655,T00162,Carpenter-Bell,2023-07-19,2024-05-09
R00656,T00694,Pena-Hull,2023-09-13,2024-10-29
R00657,T00618,"Wright, Black and Gonzalez",2023-05-01,2024-09-16
R00658,T00458,Monroe Group,2022-06-22,2023-05-06
R00659,T00484,Phillips-Miller,2023-07-13,2024-09-17
R00660,T00199,"Flores, Moore and Roberts",2023-10-15,2024-03-26
R00661,T00661,"Taylor, Berry and Williams",2023-01-09,2025-05-18
R00662,T00696,"Delgado, Chandler and Young",2023-08-28,2024-05-27
R00663,T00875,Brock LLC,2022-06-07,2024-03-11
R00664,T00597,Webster-Weeks,2022-12-26,2024-05-04
R00665,T00771,Schmidt-Key,2023-06-09,2025-09-21
R00666,T00056,"Duncan, Prince and Bell",2022-09-23,2023-10-25
R00667,T00068,Clark-Shaw,2023-05-10,2025-05-07
R00668,T00222,Bryant-Howard,2022-04-09,2023-07-20
